"C14ID","SiteID","C14Age","C14Error","LabCode","deltaC13","deltaC13Error","Material","calCurve","Region"
1915,306,4010,50,"Beta-150581",-28.3,NA,"Charred Remain","intcal13",3
1916,306,4360,40,"Beta-150582",-29.6,NA,"Charred Remain","intcal13",3
1917,306,3590,40,"Beta-150583",-26.7,NA,"Charred Remain","intcal13",3
1922,308,4660,40,"Beta-150460",-27.7,NA,"Charred Remain","intcal13",3
1925,308,4760,40,"Beta-150463",-26.1,NA,"Charred Remain","intcal13",3
1926,308,4590,40,"Beta-150464",-26.4,NA,"Charred Remain","intcal13",3
1927,308,4790,40,"Beta-150465",-26.4,NA,"Charred Remain","intcal13",3
1929,308,4550,50,"Beta-150467",-26.7,NA,"Charred Remain","intcal13",3
1930,308,4630,50,"Beta-150468",-28.1,NA,"Charred Remain","intcal13",3
1932,308,4750,40,"Beta-150470",-27.6,NA,"Charred Remain","intcal13",3
1933,308,4720,50,"Beta-150471",-28,NA,"Charred Remain","intcal13",3
1935,308,4680,40,"Beta-150473",-26.9,NA,"Charred Remain","intcal13",3
1937,310,4350,40,"Beta-163030",-26.8,NA,"Charred Remain","intcal13",3
1938,310,4410,40,"Beta-163031",-28,NA,"Charred Remain","intcal13",3
1939,310,4360,40,"Beta-163032",-26.4,NA,"Charred Remain","intcal13",3
1941,310,4380,40,"Beta-163034",-27.5,NA,"Charred Remain","intcal13",3
1949,311,4460,40,"Beta-163047",-26.4,NA,"Charred Remain","intcal13",3
1950,311,4460,40,"Beta-163048",-27.2,NA,"Charred Remain","intcal13",3
1952,311,4500,40,"Beta-163050",-26.8,NA,"Charred Remain","intcal13",3
1961,273,2920,40,"Beta-150489",-28.8,NA,"Seed/Nut","intcal13",3
1962,273,2910,40,"Beta-150490",-30.4,NA,"Seed/Nut","intcal13",3
1966,273,2860,40,"Beta-150494",-28.5,NA,"Seed/Nut","intcal13",3
1967,273,2920,40,"Beta-150495",-26.9,NA,"Seed/Nut","intcal13",3
1968,273,2860,40,"Beta-150496",-28.6,NA,"Wood","intcal13",3
1969,273,2880,40,"Beta-150497",-28.4,NA,"Wood","intcal13",3
1970,273,4740,40,"Beta-150498",-28.2,NA,"Wood","intcal13",3
1988,316,3890,110,"Beta-93104",-28,NA,"Charred Remain","intcal13",3
1989,316,3730,60,"Beta-93105",-27.2,NA,"Charred Remain","intcal13",3
1990,316,7430,60,"Beta-89464",-28.6,NA,"Charred Remain","intcal13",3
1993,318,2650,60,"Beta-139801",-26.8,NA,"Charred Remain","intcal13",3
1999,320,6990,50,"Beta-126222",-28.4,NA,"Charred Remain","intcal13",3
2003,320,7030,40,"Beta-126226",-28.1,NA,"Charred Remain","intcal13",3
2005,320,7050,40,"Beta-126228",-27.3,NA,"Charred Remain","intcal13",3
2007,320,7150,40,"Beta-126230",-26.3,NA,"Charred Remain","intcal13",3
2008,320,7270,40,"Beta-126231",-26.8,NA,"Charred Remain","intcal13",3
2012,324,4390,80,"Beta-138930",-27.5,NA,"Charred Remain","intcal13",3
2017,325,4186,37,"IAAA-82688",-27.2,0.85,"Wood","intcal13",3
2021,325,4226,37,"IAAA-82692",-29.23,0.86,"Wood","intcal13",3
2023,325,4458,29,"IAAA-102921",-27.58,0.44,"Wood","intcal13",3
2024,325,4303,30,"IAAA-102922",-27.24,0.51,"Wood","intcal13",3
2025,325,4439,29,"IAAA-102923",-29.16,0.42,"Wood","intcal13",3
2026,325,4469,29,"IAAA-102924",-26.71,0.51,"Wood","intcal13",3
2027,325,4567,29,"IAAA-102925",-26.1,0.45,"Wood","intcal13",3
2028,325,4510,30,"IAAA-102926",-26.64,0.47,"Wood","intcal13",3
2029,325,4496,29,"IAAA-102927",-26.35,0.6,"Wood","intcal13",3
2030,325,4089,26,"IAAA-112180",-30.27,0.52,"Wood","intcal13",3
2032,325,4146,29,"IAAA-112182",-26.07,0.48,"Wood","intcal13",3
2038,325,4499,28,"IAAA-112188",-26.35,0.58,"Wood","intcal13",3
2043,326,2574,25,"IAAA-72133",-28.36,0.59,"Wood","intcal13",3
2045,326,2543,25,"IAAA-72135",-28.89,0.56,"Wood","intcal13",3
2053,326,2588,26,"IAAA-72143",-26.8,0.7,"Wood","intcal13",3
2058,326,4174,27,"IAAA-72148",-26.98,0.57,"Wood","intcal13",3
2062,326,2578,25,"IAAA-72152",-27.68,0.37,"Wood","intcal13",3
2064,326,2505,26,"IAAA-72154",-27.6,0.41,"Wood","intcal13",3
2067,326,2511,26,"IAAA-72157",-26.23,0.72,"Wood","intcal13",3
2068,326,2499,26,"IAAA-72158",-29.57,0.67,"Wood","intcal13",3
2071,326,2554,26,"IAAA-72161",-26.44,0.41,"Wood","intcal13",3
2075,326,4119,32,"IAAA-72185",-27.57,0.45,"Charred Remain","intcal13",3
2077,326,4028,34,"IAAA-72187",-34.1,0.37,"Charred Remain","intcal13",3
2078,326,4075,32,"IAAA-72188",-28.01,0.51,"Charred Remain","intcal13",3
2079,326,4024,32,"IAAA-72189",-28.04,0.34,"Charred Remain","intcal13",3
2084,328,4070,30,"IAAA-140292",-26.64,0.33,"Seed/Nut","intcal13",3
2093,329,4200,30,"IAAA-143037",-26.25,0.28,"Wood","intcal13",3
2095,329,3940,30,"IAAA-143039",-26.23,0.3,"Wood","intcal13",3
2097,329,4260,30,"IAAA-143041",-27.57,0.28,"Wood","intcal13",3
2101,329,3870,30,"IAAA-143045",-30.28,0.25,"Wood","intcal13",3
2103,329,4340,30,"IAAA-143047",-27.19,0.28,"Wood","intcal13",3
2104,254,3006,22,"PLD-28345",-26.35,0.2,"Charred Remain","intcal13",3
2105,254,2950,22,"PLD-28346",-26.34,0.2,"Charred Remain","intcal13",3
2113,330,5206,28,"PLD-19654",-27.75,0.16,"Charred Remain","intcal13",3
2117,331,3831,25,"PLD-23013",-26.12,0.17,"Charred Remain","intcal13",3
2119,332,3056,26,"IAAA-121917",-29.47,0.41,"Wood","intcal13",3
2120,332,3087,28,"IAAA-121919",-30.84,0.41,"Lacquer","intcal13",3
2122,332,3864,26,"IAAA-121921",-27.22,0.37,"Wood","intcal13",3
2123,333,4243,28,"IAAA-111895",-26.25,0.43,"Charred Remain","intcal13",3
2124,333,4377,29,"IAAA-111896",-30.27,0.46,"Charred Remain","intcal13",3
2125,333,4369,28,"IAAA-111897",-31.05,0.48,"Charred Remain","intcal13",3
2126,333,4494,28,"IAAA-111898",-27.6,0.51,"Charred Remain","intcal13",3
2128,335,3130,30,"IAAA-51904",-26.81,0.89,"Wood","intcal13",3
2129,335,3200,40,"IAAA-51905",-26.67,0.92,"Wood","intcal13",3
2131,335,3170,40,"IAAA-51907",-28,0.77,"Wood","intcal13",3
2133,335,3050,30,"IAAA-51909",-27.29,0.87,"Wood","intcal13",3
2138,335,3120,30,"IAAA-51915",-27.28,0.81,"Wood","intcal13",3
2143,337,4490,40,"IAAA-51441",-26.77,0.98,"Charred Remain","intcal13",3
2144,337,4370,40,"IAAA-51442",-28.35,0.87,"Wood","intcal13",3
2145,337,4630,40,"IAAA-51443",-27.17,0.98,"Charred Remain","intcal13",3
2147,338,4430,40,"IAAA-51663",-27.72,0.81,"Wood","intcal13",3
2148,338,4520,40,"IAAA-51664",-28.31,0.89,"Wood","intcal13",3
2149,338,4450,40,"IAAA-51665",-29.14,0.87,"Wood","intcal13",3
2150,338,4460,40,"IAAA-51666",-27.19,0.93,"Wood","intcal13",3
2151,338,3530,40,"IAAA-51667",-26.27,0.85,"Wood","intcal13",3
2152,273,2505,24,"PLD-3926",-29.07,0.2,"Charred Remain","intcal13",3
2156,273,2522,21,"PLD-3930",-26.49,0.12,"Charred Remain","intcal13",3
2164,273,2506,19,"PLD-3938",-27.26,0.12,"Charred Remain","intcal13",3
2166,273,2513,20,"PLD-3940",-26.91,0.18,"Charred Remain","intcal13",3
2193,273,2518,22,"PLD-4233",-28.42,0.15,"Charred Remain","intcal13",3
2199,273,2515,22,"PLD-4239",-26.31,0.15,"Charred Remain","intcal13",3
2202,273,2562,22,"PLD-4242",-26.84,0.14,"Charred Remain","intcal13",3
2203,273,2517,22,"PLD-4243",-26.03,0.12,"Charred Remain","intcal13",3
2207,273,2520,24,"PLD-4247",-26.23,0.16,"Charred Remain","intcal13",3
2209,273,2538,24,"PLD-4249",-26.99,0.19,"Charred Remain","intcal13",3
2232,273,2548,21,"PLD-6625",-26.16,0.2,"Charred Remain","intcal13",3
2238,273,2686,22,"PLD-6631",-30.4,0.2,"Charred Remain","intcal13",3
2242,339,3833,25,"PLD-12026",-29.36,0.24,"Charred Remain","intcal13",3
2243,339,3792,25,"PLD-12027",-26.5,0.19,"Charred Remain","intcal13",3
2253,340,2714,18,"PLD-6838",-26.25,0.15,"Pottery Food Residue","intcal13",3
2262,346,3636,28,"PLD-12076",-27.25,0.19,"Charred Remain","intcal13",3
2263,346,3693,24,"PLD-12077",-28.26,0.14,"Charred Remain","intcal13",3
2264,346,3590,24,"PLD-12079",-27.18,0.19,"Charred Remain","intcal13",3
2265,346,4340,25,"PLD-12080",-27.01,0.14,"Charred Remain","intcal13",3
2266,346,3755,25,"PLD-12081",-28.24,0.17,"Charred Remain","intcal13",3
2267,346,3525,25,"PLD-12082",-26.33,0.22,"Charred Remain","intcal13",3
2271,326,3413,32,"IAAA-82673",-26.54,0.49,"Wood","intcal13",3
2272,326,3524,33,"IAAA-82674",-28.66,0.61,"Wood","intcal13",3
2273,326,3051,32,"IAAA-82675",-28.4,0.46,"Wood","intcal13",3
2274,326,2800,31,"IAAA-82676",-27.44,0.65,"Wood","intcal13",3
2276,326,2686,34,"IAAA-82678",-32.17,0.77,"Wood","intcal13",3
2278,347,3657,29,"PLD-9634",-27.11,0.17,"Charred Remain","intcal13",3
2283,348,2500,31,"IAAA-82877",-26.15,0.26,"Charred Remain","intcal13",3
2288,348,2409,30,"IAAA-91165",-30.22,0.39,"Charred Remain","intcal13",3
2302,348,2510,32,"IAAA-92310",-27.2,0.37,"Charred Remain","intcal13",3
2304,348,2577,33,"IAAA-92312",-26.58,0.29,"Charred Remain","intcal13",3
2307,349,2640,32,"IAAA-92723",-27.82,0.27,"Charred Remain","intcal13",3
2314,351,4823,35,"IAAA-91850",-26.47,0.61,"Wood","intcal13",3
2315,351,4386,36,"IAAA-91851",-26.51,0.58,"Wood","intcal13",3
2316,351,4455,35,"IAAA-91852",-26.38,0.4,"Wood","intcal13",3
2317,352,4062,34,"IAAA-91855",-28.28,0.84,"Wood","intcal13",3
2319,352,4564,31,"IAAA-103524",-30.33,0.51,"Wood","intcal13",3
2320,352,4619,31,"IAAA-103525",-27.02,0.64,"Charred Remain","intcal13",3
2321,352,5596,32,"IAAA-103526",-26.18,0.4,"Charred Remain","intcal13",3
2322,352,3617,27,"IAAA-103527",-26.03,0.44,"Wood","intcal13",3
2325,352,3621,27,"IAAA-103530",-27.08,0.61,"Wood","intcal13",3
2328,353,3962,30,"IAAA-112579",-28.75,0.74,"Wood","intcal13",3
2330,353,3984,30,"IAAA-112581",-31.84,0.54,"Wood","intcal13",3
2332,353,3773,27,"IAAA-112583",-26.83,0.49,"Wood","intcal13",3
2333,354,4470,30,"IAAA-102928",-27.87,0.5,"Wood","intcal13",3
2334,354,4160,30,"IAAA-102929",-27.99,0.42,"Wood","intcal13",3
2335,354,4440,30,"IAAA-102930",-29.56,0.4,"Wood","intcal13",3
2336,354,4940,30,"IAAA-102931",-26.3,0.58,"Wood","intcal13",3
2337,354,4430,30,"IAAA-102932",-26.22,0.35,"Wood","intcal13",3
2341,354,4880,30,"IAAA-102937",-28.13,0.46,"Wood","intcal13",3
2343,355,4796,30,"IAAA-103318",-27.5,0.6,"Wood","intcal13",3
2346,355,4687,30,"IAAA-103321",-27.35,0.68,"Wood","intcal13",3
2347,355,4587,29,"IAAA-103322",-26.8,0.43,"Wood","intcal13",3
2349,355,3942,28,"IAAA-103324",-28,0.51,"Wood","intcal13",3
2350,355,3617,28,"IAAA-103325",-26.77,0.55,"Wood","intcal13",3
2354,355,7198,35,"IAAA-103329",-26.15,0.67,"Wood","intcal13",3
2355,355,4788,31,"IAAA-103330",-29.09,0.73,"Wood","intcal13",3
2356,355,4769,30,"IAAA-103331",-26.34,0.36,"Wood","intcal13",3
2363,354,3715,30,"PLD-3375",-26.55,0.13,"Charred Remain","intcal13",3
2370,354,3660,25,"PLD-3382",-26.15,0.11,"Charred Remain","intcal13",3
2413,358,4540,40,"IAAA-72173",-26.94,0.65,"Charred Remain","intcal13",3
2414,358,4490,40,"IAAA-72174",-27.66,0.32,"Charred Remain","intcal13",3
2416,358,3530,30,"IAAA-72176",-26.58,0.56,"Charred Remain","intcal13",3
2417,358,3410,30,"IAAA-72177",-26.09,0.86,"Charred Remain","intcal13",3
2420,358,3220,30,"IAAA-72182",-27,0.5,"Charred Remain","intcal13",3
2423,359,3525,35,"IAAA-91741",-27.49,0.62,"Wood","intcal13",3
2424,359,3725,35,"IAAA-91742",-26.44,0.65,"Wood","intcal13",3
2425,359,3808,35,"IAAA-91743",-26.77,0.47,"Wood","intcal13",3
2429,359,3488,33,"IAAA-91747",-26.35,0.71,"Wood","intcal13",3
2439,359,3809,33,"IAAA-91757",-26.18,0.51,"Wood","intcal13",3
2441,359,3801,34,"IAAA-91759",-26.44,0.61,"Wood","intcal13",3
2442,359,3973,34,"IAAA-91760",-26.01,0.67,"Wood","intcal13",3
2443,359,3915,34,"IAAA-91761",-26.62,0.53,"Wood","intcal13",3
2448,359,3915,35,"IAAA-91766",-27.03,0.52,"Wood","intcal13",3
2449,359,3977,35,"IAAA-91767",-26.28,0.68,"Wood","intcal13",3
2450,359,6759,42,"IAAA-91768",-28.24,0.57,"Wood","intcal13",3
2454,359,3790,28,"IAAA-102472",-26.94,0.55,"Charred Remain","intcal13",3
2458,359,3699,29,"IAAA-102476",-27.12,0.47,"Wood","intcal13",3
2462,359,3806,29,"IAAA-102480",-28.28,0.51,"Wood","intcal13",3
2466,360,4696,28,"IAAA-112563",-26.4,0.42,"Charred Remain","intcal13",3
2467,360,4755,28,"IAAA-112564",-31.08,0.46,"Charred Remain","intcal13",3
2468,360,4782,28,"IAAA-112565",-27.41,0.44,"Charred Remain","intcal13",3
2472,361,3748,24,"IAAA-122281",-31.31,0.42,"Wood","intcal13",3
2475,361,3996,23,"IAAA-122284",-27.02,0.26,"Wood","intcal13",3
2476,361,3842,25,"IAAA-122285",-29.69,0.48,"Wood","intcal13",3
2478,362,4117,29,"IAAA-123275",-26.7,0.27,"Wood","intcal13",3
2479,362,3610,27,"IAAA-123276",-26.71,0.43,"Wood","intcal13",3
2482,363,2997,27,"IAAA-122288",-28.57,0.28,"Charred Remain","intcal13",3
2485,363,2591,24,"IAAA-141110",-29.95,0.36,"Lacquer","intcal13",3
2490,364,4142,28,"IAAA-123269",-26.63,0.42,"Charred Remain","intcal13",3
2491,364,3937,27,"IAAA-123270",-26.37,0.41,"Charred Remain","intcal13",3
2494,364,3556,26,"IAAA-123273",-27.13,0.29,"Charred Remain","intcal13",3
2497,365,5066,24,"PLD-28527",-27.36,0.17,"Pottery Food Residue","intcal13",3
2502,366,5011,33,"IAAA-91776",-27.14,0.4,"Wood","intcal13",3
2503,366,7203,36,"IAAA-103347",-26.54,0.59,"Wood","intcal13",3
2518,367,3628,27,"IAAA-123256",-28.2,0.31,"Wood","intcal13",3
2520,325,4446,29,"IAAA-102910",-28.72,0.54,"Wood","intcal13",3
2522,325,4398,30,"IAAA-102912",-27.29,0.42,"Seed/Nut","intcal13",3
2523,325,4372,30,"IAAA-102913",-26.82,0.51,"Wood","intcal13",3
2524,325,4418,31,"IAAA-102914",-28.63,0.56,"Seed/Nut","intcal13",3
2526,325,4151,29,"IAAA-102916",-29.56,0.44,"Wood","intcal13",3
2527,325,4087,29,"IAAA-102917",-28.12,0.29,"Wood","intcal13",3
2528,325,3681,27,"IAAA-102919",-26.36,0.52,"Wood","intcal13",3
